id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,mgi_symbol
ENSMUSG00000038092,1637.47591142812,-7.78149028440225,0.589822891649238,-13.1929268846178,9.63696804825839e-40,1.71769318492157e-35,Hsd3b5
ENSMUSG00000020142,174.616215335342,4.90081006028478,0.41238573869682,11.8840435068677,1.43265664194493e-32,9.23959772575279e-29,Slc1a4
ENSMUSG00000074183,220.770819622613,6.56315902100589,0.552585328185313,11.8771865379764,1.5551387554566e-32,9.23959772575279e-29,Gsta1
ENSMUSG00000015568,1392.46164654978,5.41592831062497,0.466890713560447,11.5999915040584,4.12119158245036e-31,1.83640296913988e-27,Lpl
ENSMUSG00000032231,257.564760139228,7.56997027941953,0.655878868642841,11.5417200360235,8.12833895693711e-31,2.89759027136894e-27,Anxa2
ENSMUSG00000026547,370.749275993076,5.02971680313405,0.448425759374346,11.2163868778449,3.3883282219106e-29,1.00655937045558e-25,Tagln2
ENSMUSG00000021556,234.556613305635,3.82432154427122,0.354602808689385,10.784803308259,4.06111170536276e-27,1.03407507194837e-23,Golm1
ENSMUSG00000032080,4317.94994184038,3.11535378573757,0.293882732694955,10.6006697200929,2.95853904886765e-26,6.59162500087712e-23,Apoa4
ENSMUSG00000033685,348.258995964326,6.07165743116534,0.581798955658649,10.4360060672362,1.6980535595413e-25,3.36290073836269e-22,Ucp2
ENSMUSG00000034634,196.663145971747,11.4956012396758,1.13189671967958,10.1560513780179,3.11435095352778e-24,5.55101913956791e-21,Ly6d
ENSMUSG00000074254,218.043054209107,9.97072352803252,0.987156246006914,10.1004512389649,5.49885788852195e-24,8.9101493640923e-21,Cyp2a4
ENSMUSG00000021208,312.545947744521,3.1783683996747,0.315848461409544,10.0629535616242,8.05449559473087e-24,1.19636107900403e-20,Ifi27l2b
ENSMUSG00000025197,4979.65040188796,-2.07899646779324,0.209631563440822,-9.91738282951903,3.49808146295387e-23,4.79613876889921e-20,Cyp2c44
ENSMUSG00000000078,314.233104658855,4.18340174969961,0.446087363659759,9.37798756588492,6.72438795895589e-21,8.56110649860213e-18,Klf6
ENSMUSG00000005397,387.121174431688,5.26618269060304,0.568183769060128,9.26844971181453,1.88871037448279e-20,2.24429158098542e-17,Nid1
ENSMUSG00000022893,102.113759916673,3.46186910281692,0.379593247977468,9.11994383794312,7.51632704168059e-20,8.37318832443218e-17,Adamts1
ENSMUSG00000026822,1443.42529159056,6.97040826815375,0.770567799477345,9.04580787424752,1.48562508358847e-19,1.55763420528711e-16,Lcn2
ENSMUSG00000049723,347.96316540002,6.36751700866431,0.724197051966727,8.7925199244761,1.46242244889174e-18,1.44812320716924e-15,Mmp12
ENSMUSG00000033287,43.6599468050721,2.20298790463895,0.253802492772878,8.67993013216916,3.96012018407276e-18,3.71500958741646e-15,Kctd17
ENSMUSG00000025175,192.463808155542,-2.47132129293184,0.288327469853849,-8.57123080983068,1.02384806616398e-17,9.12453396565343e-15,Fn3k
ENSMUSG00000063730,1875.99613294809,-3.09777414153551,0.365091727092704,-8.48492012186551,2.15866966762255e-17,1.83219657884307e-14,Hsd3b2
ENSMUSG00000018927,122.979928359316,8.00813203380691,0.962936017574192,8.3163698186104,9.06985137564549e-17,7.34822867815933e-14,Ccl6
ENSMUSG00000051439,114.389631220859,7.98440748646615,0.965940960808467,8.26593737135178,1.38601307129541e-16,1.07409986881606e-13,Cd14
ENSMUSG00000064210,98.6626244534308,3.42388333713383,0.4172137560382,8.20654469700741,2.27644824136559e-16,1.69064222725418e-13,Ano6
ENSMUSG00000029816,535.784259722654,10.9472870172154,1.33569537987275,8.19594585874688,2.4863023563155e-16,1.7726341279587e-13,Gpnmb
