id,baseMean,log2FoldChange,lfcMLE,lfcSE,stat,pvalue,padj,mgi_symbol
ENSMUSG00000034634,196.663145971747,4.39789732316374,5.32200730690288,0.45306232043928,9.70704718701751,2.81370232189577e-22,4.14233255829495e-18,Ly6d
ENSMUSG00000078673,7133.95766295972,-5.88208219436854,-8.41327559138362,0.611860464784078,-9.61343726701527,7.01666904965449e-22,5.16497008745067e-18,Mup19
ENSMUSG00000021556,234.556613305635,2.59449642610367,2.74180077017405,0.288994799483408,8.97765783585536,2.76591705286946e-19,1.35732769507814e-15,Golm1
ENSMUSG00000032080,4317.94994184038,1.89709996275782,1.9639896802881,0.23639219457408,8.02522251707983,1.01342079079737e-15,3.72989522052972e-12,Apoa4
ENSMUSG00000096688,1792.99875138022,-4.64554992727318,-6.62298998072642,0.594721399867174,-7.81130446678179,5.65991045436873e-15,1.66650403418433e-11,Mup17
ENSMUSG00000021208,312.545947744521,1.9876303960747,2.07190421223784,0.256110097311417,7.76084354713215,8.43663406456701e-15,2.07006877830926e-11,Ifi27l2b
ENSMUSG00000073842,192563.086544114,-4.14407300409967,-5.41498921074216,0.542297436464143,-7.64169757305072,2.14376247741205e-14,4.50863874178003e-11,Mup7
ENSMUSG00000031150,42.4487025090582,3.54516741501332,4.28922799522093,0.467511452115274,7.58306004905992,3.37498542243613e-14,6.12807590572895e-11,Ccdc120
ENSMUSG00000038092,1637.47591142812,-3.04259121360493,-3.36717406981097,0.40195339485853,-7.56951241741792,3.74627653522351e-14,6.12807590572895e-11,Hsd3b5
ENSMUSG00000015568,1392.46164654978,2.64376383439323,2.87221757326472,0.355257440532688,7.44182537156451,9.93034406928044e-14,1.46194525387947e-10,Lpl
ENSMUSG00000038576,170.983813925977,-2.3026779676492,-2.44659702406506,0.313161937467597,-7.35299438453457,1.93815082907272e-13,2.59395059141896e-10,Susd4
ENSMUSG00000042041,174.343524822856,1.65860957050883,1.7161423423757,0.235279444152408,7.04953029995442,1.79522740729623e-12,2.20244482418459e-09,2010003K11Rik
ENSMUSG00000060803,42235.4162244831,-1.31556916851042,-1.34306512816386,0.187130680257746,-7.03021635307699,2.06213530268083e-12,2.33528891738978e-09,Gstp1
ENSMUSG00000000031,55.9804234698235,4.02824999955596,7.49710839436364,0.585390320915916,6.88130612281608,5.9306249909273e-12,5.82071074109545e-09,H19
ENSMUSG00000032231,257.564760139228,3.10273569023233,3.64778599927094,0.450653040313379,6.88497671750915,5.77969869902248e-12,5.82071074109545e-09,Anxa2
ENSMUSG00000001095,50.0384160857996,-2.29033660061362,-2.45382994731927,0.339305544577847,-6.75007124762192,1.477725725725e-11,1.35969238338272e-08,Slc13a2
ENSMUSG00000073830,103042.907586232,-3.23107311858836,-3.85324145390216,0.481854911034606,-6.70548964967653,2.00732120860623e-11,1.738340166653e-08,Mup14
ENSMUSG00000040808,9.07689902620857,3.88798061281806,5.72317661611619,0.589384279812365,6.59668190345326,4.2046154284025e-11,3.4389082409412e-08,S100g
ENSMUSG00000025351,281.862878502375,2.88849802813301,3.37000769545403,0.442016349291725,6.53482169327324,6.36853679780579e-11,4.8899916949212e-08,Cd63
ENSMUSG00000083239,16.8023420977991,-3.39602431444741,-4.31681570737214,0.520184374431385,-6.52850120336584,6.64310785887951e-11,4.8899916949212e-08,Mup-ps1
ENSMUSG00000020142,174.616215335342,2.08317764622538,2.23111104767222,0.320209613342124,6.50566866023363,7.73485457781786e-11,5.17602404975611e-08,Slc1a4
ENSMUSG00000021226,77.5343287406611,2.1458786787829,2.30028547557901,0.329700573409878,6.50856823386588,7.5870445853939e-11,5.17602404975611e-08,Acot2
ENSMUSG00000038729,68.8980506854209,2.91963493265781,3.42322306090706,0.450815420539567,6.47634220045842,9.39727948786884e-11,6.01507602697414e-08,Akap2
ENSMUSG00000081207,286.97303264665,-3.06713023462692,-3.61155378544642,0.482468589181308,-6.35716045231354,2.05517294053923e-10,1.26067733460911e-07,Gm13775
ENSMUSG00000002808,38.7096771941833,3.06612311372754,3.90368542734447,0.493246849741045,6.21620414876902,5.09325309713369e-10,2.99931488384009e-07,Epdr1
ENSMUSG00000066153,1495.50516547995,-2.60994639626922,-2.91971141755564,0.420303960613662,-6.20966405469648,5.30979911127509e-10,3.00657163523815e-07,Mup21
ENSMUSG00000094222,39.3108946331751,-2.40469420439779,-2.66610357405506,0.395663431986123,-6.07762560296987,1.21975132826831e-09,6.65080705732075e-07,Mup-ps6
ENSMUSG00000026737,36.4804689301931,3.50710667622563,5.51544039734766,0.578361967011887,6.06386117390315,1.3289187320004e-09,6.80485114465258e-07,Pip4k2a
ENSMUSG00000071550,14.8026254419022,3.43537036062566,5.88471431374039,0.566661601077455,6.06247247756619,1.34044751524878e-09,6.80485114465258e-07,Cfap44
ENSMUSG00000030342,386.494745641225,1.41165606103942,1.4599004079828,0.233095071632372,6.0561386011019,1.39427880108116e-09,6.84219083650559e-07,Cd9
ENSMUSG00000004631,97.8754203812314,1.69219152803109,1.79009911154613,0.28067365842362,6.02903577605088,1.64940776155056e-09,7.83309066630561e-07,Sgce
