ensembl_gene_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,mgi_symbol
ENSMUSG00000096674,0.13179397628319975,0.135946306852294,0.15337290298232226,0.07877408795975857,0.1504087956496186,0.14353670754084774,0.1399128089915619,0.04292727834125544,0.058400240700351255,0.13256459318399966,0.12058451976006115,0.13946303520037306,0.059617259759750345,0.03600827323982028,0.05427341146782042,0.05146469543844925,0.22118944689565287,Mup15
ENSMUSG00000097554,0.04498878114180678,0.2218920726190968,0.14470339696982398,0.05612547600296396,0.040119006830154416,0.02479178406803362,0.00253819844227029,0.0798643855130698,0.008262287373557433,0.039065587279849275,0.02064476961826003,0.009278808337705132,0.04228849481490824,0.032148028146953285,0.048387718617945094,0.007186188293310889,0.24309413296004975,Gm26825
ENSMUSG00000078673,0.09897481850152597,0.02106436746130895,0.2094241228537045,0.023801555722381143,0.012683401497230594,0.06108027287419077,0.19880336702676737,0.060912792839790945,0.08128652859198007,0.012850387080207372,0.10419688145221784,0.04679578327162654,0.005982255816142975,0.04229294895617348,0.0805650476966407,0.06786926813828574,0.09364691470355224,Mup19
ENSMUSG00000081053,0.11290913784365371,0.12353466791561743,0.07298339981251105,0.03846172270820639,0.11351127703502223,0.027125154558686523,0.057641011575132406,0.048563873416205994,0.011858524750183022,0.032015284401360714,0.05443638219760347,0.058133240747242236,0.02057291726233651,0.006661956761116282,0.12283534116821614,0.047337129534400314,0.006669116535907135,Mup-ps17
ENSMUSG00000059040,0.03311139786528617,0.1061508078088772,0.08957035786966858,0.03927326990412715,0.30073515171490434,0.0270062530319796,0.1914556833941753,0.0632472715506473,0.13231207040484474,0.08432397818911486,0.008977620142833136,0.2278051103585117,0.10178528855239398,0.186059412713419,0.07339018892530699,0.21720386889220855,0.04590707342434637,Eno1b
ENSMUSG00000062611,0.045563750457013864,0.21692989625725856,0.09550563469289235,0.03962042136533914,0.02973148697543674,0.012291539962599723,0.016098945581566024,0.010910982101782266,0.0317281932446611,3.3940719284676217e-4,0.010987905101271213,0.0028859670791517252,0.007073440840629251,0.018631316790719936,0.012914198126294792,0.04151421955966551,0.2722435433991865,Rps3a2
ENSMUSG00000073842,0.10818460070080708,0.11683367030524584,0.059104112490460194,0.032035557372576316,0.04299671055510875,0.07700685573639827,0.00889847102652541,0.03147579196193636,0.05592956674736057,0.038944583414784684,0.08606009064739831,0.018140857482870674,0.04969545388255723,0.006900898761152174,0.008585832181936289,0.002788258891325361,0.09915181331664842,Mup7
ENSMUSG00000094793,0.10739971155757556,0.10203570643028238,0.050637311651318816,0.055237095673329316,0.024782768953236427,0.030057078890093628,0.014048056967854806,0.024111555579539607,0.09009074868961038,0.01750115439872212,0.06043662000013771,0.03646599040318058,0.030462776965961277,0.0023598858194726056,0.04625153244186297,0.05476842392707143,0.30275994522512817,Mup12
ENSMUSG00000078683,0.11386921494995877,0.06799936696862205,0.03766726918594199,0.043219361899998324,0.04462454155647554,0.054629529387068367,0.04014526032545029,0.019912582144321678,0.06882097457571985,0.004455331483650718,0.030222058310946195,0.011370680615483412,0.0358475551761002,0.006513552099173554,0.010696896733730794,0.018145180326524606,0.022044457505798077,Mup1
ENSMUSG00000059751,0.04447986287424519,0.18874517735765,0.08390617094771617,0.010435952628768477,0.0023518906817939864,0.01708144406948261,0.0076552925384328506,0.005039569092294528,0.017727881762731698,0.008179647325552025,0.027211920326868887,0.032866715564784835,0.02483378092825935,0.06321266873608494,0.047108818002883454,0.0659644987333319,0.1424155979176797,Rps3a3
ENSMUSG00000083840,0.030850556626196467,0.17157516169148068,0.10785924053811936,0.013079563749053696,0.04551423150975978,0.05315036346143454,4.607211591066572e-4,0.032697724541670324,0.07466685374292248,0.12994100551653295,0.06697290467405892,0.01059506358900218,0.19287077703558106,0.001288911606238668,0.13828154578617113,0.02061010126278814,0.16352053845807582,NA
ENSMUSG00000096688,0.08256382224094432,0.06392904528547126,0.09755221652460615,0.06893432624886078,0.11335998126314144,0.10959942792964536,0.022452420508426885,0.029727058315979105,0.005832147101077858,0.05618664818885847,0.025985252043936896,0.07177157321483044,0.047253915433267596,0.031605968004129424,0.007468983688007433,0.06540522803638694,0.13607334675170255,Mup17
ENSMUSG00000091747,0.08764324687669667,0.09137929452068991,0.0557896860609046,0.08586721216830291,0.035158698128213615,0.08260365624820003,0.013976334307443392,0.012614715604565223,0.05540610349023917,0.025709550237366728,0.029637081022311614,0.0018410821247525336,0.008213884423078058,0.02167966039356338,0.03623734696151866,0.027887235465115078,0.05766696404796688,NA
ENSMUSG00000028081,0.03211970167021829,0.16719984039426536,0.11025072779580723,0.02448498166242398,0.021218234585267882,0.0061342598448634105,0.027592013138489763,0.024907405054477846,0.02310551222136695,0.02574184038475419,0.008682066652211742,0.015097618312757409,0.006303850944920281,0.023406013858773136,0.01419520954656369,0.012482622243369126,0.0532823204997728,Rps3a1
ENSMUSG00000020000,0.05252786519959303,0.11188534990126645,0.03214522973521757,0.11837045766712403,0.02631346812009453,0.10642551550170877,0.14081835217603184,0.08604124410124908,0.0950835045104144,0.02517908303178725,0.10809205669778194,0.012636262924862493,0.02640921144597776,0.07254107084690567,0.02964787341582133,0.03171335686230467,0.01117782889517512,Moxd1
ENSMUSG00000080859,0.0208210854943641,0.09461491414745397,0.11304911656459518,0.09108285933437787,0.18989363057741784,0.021185137654439048,0.014089429765284767,0.07032840882654784,0.13706157645990236,0.11165999103389242,0.01899539207890008,0.15456738109455792,0.0030112605767258207,0.030664422904197904,0.09487087048684192,0.03714970219763393,0.14533077669048203,Rpl10-ps1
ENSMUSG00000082644,0.0879581813873337,0.037344137007120984,0.0872896666685242,0.038695568245652616,0.03489064638637377,0.00769501402865473,0.10221680040392139,0.024548848302632664,0.018724365218759646,0.005119381138739718,0.04572954231908373,0.022649123135180624,0.021114379945924883,0.02786163955311677,0.03195456341894771,0.04838193239267399,0.05313299982198668,Mup-ps19
ENSMUSG00000069516,0.09862304316656821,0.0024533868081963355,0.03699796635463482,0.01807112455500232,0.0534076397821051,0.022689199881792528,0.012422129976940246,0.01369064635430271,0.060911434710084485,0.006492333656535668,0.01616813333368645,0.01669142890108538,0.02551471430690159,0.0028659925256798785,0.020670863713304333,0.017908427353597173,0.0406067880861387,Lyz2
ENSMUSG00000038092,0.09338333890544645,0.03265413317641247,0.0643776650775882,0.0018643955372362843,0.03289877015801661,0.04668288232134342,0.006980545199513463,0.02582998584621744,0.01087830253017292,0.027155253557904904,0.05479213778048757,5.436374981880268e-4,0.004065176283931637,0.047928570658723406,0.05847478272336947,0.09184569940145064,0.0054062228615223825,Hsd3b5
ENSMUSG00000061833,0.03182135491262032,0.1682091444711726,0.04115145583688614,0.008325966182626534,0.007438223690654794,0.024460060753025627,0.052368962555600876,0.07405525785484067,0.03467371719762787,0.002465357232454115,0.034564728211770784,0.030134054363357355,0.010516150204247173,0.011017992408040123,0.028962344491619735,0.0464383556625377,0.04319693923515191,Gm6311
ENSMUSG00000073830,0.08393120063119745,0.07859597553168943,0.057271567950631264,0.018516733580377632,0.031913562484144876,0.04213516585190948,0.030035181223563138,0.03650297308838077,0.07899599867672222,0.02373289951691581,0.0468131323620699,0.01856235862709912,0.03635938850922019,0.017177583011733787,0.010708215459490746,0.006851359909418824,0.05623582960922765,Mup14
ENSMUSG00000068877,0.08662461803723324,0.05229159700629098,0.06493271870502088,0.030196361022656704,0.03181257834588435,0.005904919871453633,0.08065841012237492,0.07311166675263775,0.02769362548315858,0.019862996035808766,0.004401227268441038,0.005498264299850008,0.002149788195671382,0.01789662989230861,0.018790152374390495,0.027358874622109855,0.059044672942264044,Selenbp2
ENSMUSG00000038754,0.06595963379613749,0.06575761521094399,0.019211552442156162,0.05847930633270242,0.09882053175880783,0.035516012026426895,0.01713499468553899,0.22737260325043548,0.025612458268001733,0.005588040452637667,0.01900807004811681,0.05252822774693393,0.021396070426248567,0.044132478350111255,0.05098711430225081,0.0081257437406357,0.011187074859228941,Elovl3
ENSMUSG00000029816,0.09136810959756655,0.033162644428162975,0.031111387569050773,0.0036572308999288836,0.011173522376051757,0.007914996341329783,0.042774685238970996,0.03405226540733333,0.030076722904687044,0.0346089676469793,0.006697425208524333,0.03646236575963367,0.02078716879725555,0.039073766139321245,0.007718314812904739,0.0030256267751453286,0.030039168137396228,Gpnmb
ENSMUSG00000026822,0.08653504895597308,0.02276831732789664,0.005346086370561253,0.055544930194229784,0.024802004102862662,0.09851739416681864,0.023613661634345157,0.0015315731133917836,0.03081980601452652,0.0020187203604800134,0.054683558920535454,0.06100728190073167,0.06836297564212711,0.006196840282006326,0.061050650694790494,0.035087399154662205,0.06049322341123036,Lcn2
ENSMUSG00000026628,0.07371916729266645,0.013320729406868102,0.03991525500151962,0.09608334903621174,0.08557506880176369,0.08348033797636072,0.06504695542118952,0.05758895750771369,0.02029712260528308,0.010611333725616049,0.04416974879627633,0.060281311343315505,0.06343407976738477,0.08932599537097038,0.0939060235346197,0.04048104332201468,0.07374793996725647,Atf3
ENSMUSG00000057262,0.03003186509630962,0.1475849979887601,0.06843320934855358,0.01836881120986403,0.0057646782835987665,0.0025803967854077597,0.05328614836996583,0.02760961622239777,0.013745554683363274,0.02871638033413329,0.011542204394269843,0.005312217810696722,0.032139724425285635,0.016036164215148023,0.02238582292001664,0.025682172508277028,0.012759477859314756,Gm10020
ENSMUSG00000015854,0.08704940460620647,0.010633918677217585,0.04612686947301083,0.0063048374480361696,0.03421671823034562,0.03894909530130503,0.01999089344845231,0.034901939592031535,0.012526423352369283,0.0018260850521255548,0.031487260522883705,0.041203495094522445,0.019542320697252414,0.033738069327711104,0.008769066149443653,0.013048528221426192,0.02027913213601926,Cd5l
ENSMUSG00000031004,0.06778921332950001,0.07095429502191856,0.0442114154140622,0.09559295345532691,0.02596006326704821,0.0659057505504644,0.017549451291285652,0.01181144678912084,0.01239621444490131,0.009247119094844497,5.894832886879868e-4,0.011812229876089025,0.012684312127020425,8.138968091299936e-4,0.005073904162954737,0.004142922237674971,0.018157968027413707,Mki67
ENSMUSG00000038642,0.08192366581416272,0.009504707218071501,0.038382965166687474,0.0024591360155099096,0.025011582860842662,0.014340220100850735,0.007937821894911297,0.0037293373428454696,0.004798165015959131,0.011928504589874246,0.0031280614533661477,0.002549455887632,0.0024529726709899458,0.01695702255388053,0.017608356556125998,0.017852060608252333,0.02888716718534964,Ctss
