rowname,wt-ccl4-1,wt-ccl4-2,wt-ccl4-3,wt-ccl4-4,wt-ccl4-5,wt-untreated-1,wt-untreated-2,wt-untreated-3,wt-untreated-4,wt-untreated-5,yaptaz-ccl4-1,yaptaz-ccl4-2,yaptaz-ccl4-3,yaptaz-untreated-1,yaptaz-untreated-2,yaptaz-untreated-3,yaptaz-untreated-4,mgi_symbol
ENSMUSG00000000001,29.5252,37.76,32.3536,28.1603,31.1993,15.9542,15.1498,23.2989,18.9167,11.1227,32.3035,54.5513,11.1129,37.9768,17.8078,21.5328,23.0226,Gnai3
ENSMUSG00000000028,0.708522,0.779128,1.2146379999999999,0.880114,0.8333725,0.551056,0.269917,0.3805828,0.84724,0.401483,1.678787,2.476116,0.911314,0.243497,0.438544,0.36783520000000003,0.564375,Cdc45
ENSMUSG00000000031,1.5368789999999999,1.9005429999999999,3.28392,2.90627,1.685834,0.0,0.0,0.0,0.0,0.0,4.509029999999999,36.924659999999996,3.690363,0.0,0.22199,0.0911163,0.0,H19
ENSMUSG00000000037,0.0883708,0.10309,0.146824,0.0545301,0.101626,0.0,0.0,0.0,0.0,0.0260837,0.21003139999999998,0.647308,0.166457,0.0,0.0,0.034174,0.0,Scml2
ENSMUSG00000000049,1443.9,2094.06,1572.16,1939.9,1698.31,1296.2,1042.53,1200.66,1192.73,814.432,1489.92,1397.8,714.707,1939.95,1315.51,1316.95,1349.82,Apoh
ENSMUSG00000000056,15.633868,23.763273,21.069072,26.594900000000003,26.216093,15.53101,9.44277,13.944344,15.015539,6.80818,17.277441000000003,14.492712,2.91117,23.217552,5.98754,11.32075,11.373140999999999,Narf
ENSMUSG00000000058,2.592288,0.911994,1.4337680000000002,1.62239,1.35848,0.153129,0.138101,0.656936,0.292536,0.363919,1.94846,9.168054699999999,2.57573,1.07691,0.677725,0.578325,0.317535,Cav2
ENSMUSG00000000078,3.38888,5.01523,3.65632,1.85584,3.01529,0.616901,0.463786,0.227341,0.694858,0.185353,17.1976,13.5913,26.8669,1.4984,0.785618,0.64739,0.836692,Klf6
ENSMUSG00000000085,14.267493500000002,9.683072799999998,8.9934221,9.001469,10.879231500000001,8.185492,5.395809799999999,9.819107,8.287756199999999,4.6919885,14.095643,17.7309525,5.868919,10.866891,4.3244133,5.2042811,10.9943618,Scmh1
ENSMUSG00000000088,239.738,395.105,255.706,392.132,250.098,241.228,205.206,219.718,192.712,125.074,295.441,232.193,140.74,234.073,212.298,270.389,271.601,Cox5a
ENSMUSG00000000093,0.146575,0.116443,0.112088,0.412106,0.248044,0.068017,0.0,0.0422728,0.033414,0.0311359,0.645131,0.457103,1.63745,0.0687611,0.0324772,0.0407933,0.0428579,Tbx2
ENSMUSG00000000094,0.0262458,0.0,0.0,0.0,0.0,0.0,0.021307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020387,0.0,0.0,Tbx4
ENSMUSG00000000120,0.0688523,0.0497268,0.0,0.0921527,0.029702,0.0247605,0.0,0.0,0.0,0.0351273,0.116638,0.0330998,0.0959693,0.0,0.0,0.0,0.0230236,Ngfr
ENSMUSG00000000126,0.160953,0.127946,0.123021,0.15079,0.287342,0.0995661,0.130854,0.0617843,0.347241,0.0114966,0.166364,0.0512229,0.0169053,0.271603,0.195472,0.134172,0.30481,Wnt9a
ENSMUSG00000000127,2.83868,2.46743,2.18643,1.804422,1.74573,1.29611,1.28534,1.4898208000000002,2.37332,0.98457,2.08502,3.533579,1.48707,2.29434,1.565535,2.1002,1.489874,Fer
ENSMUSG00000000131,37.7894591,53.69414069999999,48.7488027,35.107464799999995,46.83303459999999,29.641583899999997,30.487078700000005,37.083298299999996,40.0938929,23.7986123,46.733048100000005,84.718124,29.568584700000002,56.77948700000001,21.5944246,40.63175579999999,37.70723399999999,Xpo6
ENSMUSG00000000134,12.541590999999999,6.9469837000000005,12.47303,15.280666199999999,12.8954086,4.241788,8.520715499999998,11.4549435,8.4297579,7.928575100000001,15.599254,26.547311999999998,7.767982,16.059358,3.895106,10.786047000000002,7.371335,Tfe3
ENSMUSG00000000142,2.840547,3.810876,6.011406,3.276398,2.546321,0.5296350000000001,0.400637,0.343257,2.3578799000000004,0.688314,2.968671,8.056453999999999,1.347546,0.6848001,0.41267489999999996,0.8085800000000001,0.6085039999999999,Axin2
ENSMUSG00000000148,3.6431381,3.9254816999999997,4.2989461,4.172871799999999,5.4311845,1.7722224,1.9221023,2.0327504999999997,2.8219895,1.0510363,4.8853524,4.6374844,1.633248,3.8716477,2.2791397,2.6277597999999998,3.1755762,Brat1
ENSMUSG00000000149,54.4227,38.7458,56.9172,38.1265,49.5668,26.5452,26.5589,33.1894,37.7051,22.0245,40.6518,33.1025,16.5817,44.2116,20.0692,20.5963,31.5789,Gna12
ENSMUSG00000000154,59.206098,95.20863,56.899969999999996,94.82688,68.70746,73.01705,60.762980000000006,76.14141000000001,70.65921,50.808116,74.28847999999999,79.56951000000001,32.83435,89.95115000000001,50.32481,67.3635,64.93369,Slc22a18
ENSMUSG00000000157,0.46202,0.0672234,0.667497,0.0,0.0991717,0.358004,0.215548,0.138421,0.0959239,0.111446,0.154978,0.0225088,0.0440588,0.20257419999999998,0.0912413,0.117205,0.215081,Itgb2l
ENSMUSG00000000159,20.898880000000002,34.53958,26.51379,29.45852,19.838790000000003,13.54017,18.04775,17.20518,20.016939999999998,15.4733,17.54805,25.7137,9.28596,18.457987,11.43111,22.05559,17.28534,Igsf5
ENSMUSG00000000167,0.2465299,1.9050539999999998,0.591907,0.3989385,0.6428193,0.877626,0.0924744,0.8798619999999999,0.421472,0.3679905,0.636668,0.342077,1.220244,0.6563405999999999,0.662427,0.35228,0.458894,Pih1d2
ENSMUSG00000000168,29.086108000000003,37.60484,30.425566999999997,36.81788,25.728218,21.57797,12.452110999999999,15.52213,19.22023,7.882200000000001,25.989667,35.814596,9.23481,24.178790000000003,11.14091,23.55524,20.66863,Dlat
ENSMUSG00000000171,141.33,237.182,141.263,232.467,143.98,126.093,97.2604,120.506,131.911,60.0691,161.093,165.372,76.3092,154.208,81.502,151.675,141.499,Sdhd
ENSMUSG00000000182,0.0448335,0.0,0.0,0.0,0.0586997,0.0,0.0,0.0,0.0,0.0,0.0,0.0660871,0.129679,0.0,0.0,0.0,0.0,Fgf23
ENSMUSG00000000184,0.0392608,0.24621,0.117309,0.406133,0.266421,0.0425986,0.0213584,0.0701086,0.186935,0.0193905,0.219527,0.376257,0.645188,0.14565,0.0,0.0169647,0.0134117,Ccnd2
ENSMUSG00000000194,6.634019100000001,6.343883099999999,5.8220403,5.814795,8.518745000000001,4.4267065,4.740765000000001,4.4615546,2.763899,2.511047,12.5487245,18.912524,9.993140200000001,9.221839000000001,5.608829999999999,7.5767408000000005,6.91961,Gpr107
ENSMUSG00000000204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262222,0.0152736,0.13584,0.0,0.0,0.0,0.0,Slfn4
ENSMUSG00000000214,0.0,0.295278,0.157868,0.217661,0.116704,0.0963302,0.0724211,0.0,0.070867,0.175077,0.182376,0.0660226,0.129233,0.0585082,0.0,0.0577741,0.0908964,Th
ENSMUSG00000000223,0.058207,0.0423636,0.0,0.00870861,0.0137091,0.046541,0.033055600000000004,0.0,0.0165189,0.0314705,0.031193400000000003,0.0136013,0.0302924,0.0204267,0.0,0.0,0.0,Drp2
ENSMUSG00000000244,0.0,0.0,0.025658,0.0,0.0,0.127831,0.0,0.0793235,0.0,0.0,0.0443883,0.2793034,1.138732,0.0776406,0.0,0.0766666,0.0,Tspan32
ENSMUSG00000000247,0.353035,0.40149999999999997,0.193677,0.222565,0.375229,0.0589448,0.0884089,0.0183797,0.604288,0.644503,0.195568,0.321875,0.728824,0.46328,0.063117,0.0353522,0.0832913,Lhx2
ENSMUSG00000000248,0.0,0.0,0.0411042,0.0288609,0.0,0.0,0.0,0.0,0.0,0.0,0.145287,0.0251772,0.0248535,0.0,0.0541816,0.0892918,0.0,Clec2g
ENSMUSG00000000253,0.0,0.357362,0.127585,0.21312999999999999,0.2905472,0.0,0.0876481,0.0,0.0,0.0,0.214046,0.4086234,2.7087779999999997,0.0708099,0.0,0.0,0.0,Gmpr
ENSMUSG00000000266,1.561625,1.690563,1.562699,0.9352229,1.1193754999999999,0.42150960000000004,0.565698,0.7144501999999999,0.9586995,0.3141097,1.1263070000000002,1.6530088999999997,0.5282432,0.522229,0.331924,0.7108009,0.6043467,Mid2
ENSMUSG00000000275,14.10021,15.39613,18.319979999999997,13.7385,17.258868,11.41769,7.2131240000000005,11.564338,6.58903,4.77446,15.859377,26.17427,7.69595,16.206173,4.190177,7.720487,8.22887,Trim25
ENSMUSG00000000276,0.272603,0.3008305,0.376896,0.107185,0.4241264,0.108954,0.209522,0.155267,0.2410019,0.0835207,0.315967,0.403112,0.485477,0.172308,0.0959314,0.14892260000000002,0.137308,Dgke
ENSMUSG00000000278,25.4128,24.2644,25.2044,25.3406,27.8244,14.2762,11.5044,13.8505,15.8748,9.82764,43.36,60.6127,22.1398,27.3671,15.2888,23.6937,22.3708,Scpep1
ENSMUSG00000000282,1.38782,3.553852,3.65575,3.72845,3.99242,1.849671,2.72146,1.675513,3.4071,0.48443,4.315961,3.79922,2.18973,3.37397,0.895392,2.356559,3.50312,Mnt
ENSMUSG00000000290,0.129931,0.431494,0.0155231,0.71234,0.272402,0.0,0.0,0.0219465,0.0775399,0.0482489,1.7826199999999999,6.38277,20.67293,0.21997,0.0,0.0212114,0.0664136,Itgb2
ENSMUSG00000000295,1.08864,0.605649,0.582332,1.78312,1.21706,1.12745,0.442691,0.802997,0.6608605000000001,0.4972008,1.19162,1.20154,2.29849,0.9751178,0.26932,0.6481197,0.473478,Hddc2
ENSMUSG00000000296,5.37302,7.53999,4.15092,6.32837,4.81613,5.95182,4.5837,4.36884,4.80569,2.85743,4.2813,3.5321,2.05528,4.80511,4.15201,5.13656,5.47913,Tpd52l1
ENSMUSG00000000301,320.220697,596.321274,295.265888,524.182176,317.717805,369.32330099999996,284.14835300000004,283.584568,274.67521999999997,180.54566400000002,349.259449,366.00196800000003,249.62383700000004,384.640102,201.786743,368.884686,382.735139,Pemt
ENSMUSG00000000303,29.6057,28.3142,21.327,20.6699,23.4628,14.0354,13.6183,21.258278,19.7991,11.080178,35.2653,77.8365,9.535417,37.884,24.0183,23.213,20.0635,Cdh1
ENSMUSG00000000305,0.0,0.0259027,0.00694942,0.104602,0.111071,0.0,0.0,0.0,0.0,0.0,0.107317,0.13782,0.288403,0.0532792,0.0,0.08456459999999999,0.0,Cdh4
ENSMUSG00000000308,0.189783,0.36177,0.0566731,0.0,0.124858,0.214427,0.17979,0.0,1.1661350000000001,0.9603247,0.0,0.0,0.0,0.0625958,0.0,0.0,0.0,Ckmt1
ENSMUSG00000000317,0.226494,0.176308,0.0673682,0.278282,0.253212,0.0246975,0.0185676,0.0915049,0.0,0.0,0.279386,0.469434,0.824373,0.0744086,0.0,0.0441437,0.0925252,Bcl6b
ENSMUSG00000000318,0.0,0.333743,0.0,0.140918,0.1842396,0.0,0.0,0.0,0.0,0.0,0.3379877,0.843282,2.186493,0.0,0.0,0.0,0.0,Clec10a
ENSMUSG00000000320,0.1775862,0.104963,0.08500479999999999,0.105869,0.1001725,0.0,0.0222116,0.0330834,0.073295,0.0346956,0.0974223,0.337272,0.5336395,0.1684756,0.0732812,0.0349136,0.0554276,Alox12
ENSMUSG00000000325,0.9438880000000001,0.696063,0.6401005999999999,1.9442526,1.4932903,0.499167,0.419372,0.162964,2.496014,0.3028124,0.8387020000000001,1.3523233,1.647011,0.873043,0.48870610000000003,0.405478,0.410149,Arvcf
ENSMUSG00000000326,568.8863,908.6459,584.2402,1002.6809,797.8452,358.4996,369.4741,517.7463,536.1181,313.1613,540.4402,377.4936,142.348,399.95232,386.94087,882.0178,643.8007,Comt
ENSMUSG00000000339,6.03193,7.12387,5.22321,11.3293,6.6826,4.72539,4.0196190000000005,3.75031,2.69736,2.99418,6.43731,13.82887,5.72091,7.573695000000001,3.64017,3.6307,6.00736,Rtca
ENSMUSG00000000340,36.619,43.1547,38.1094,35.7417,36.113,22.508,18.2118,22.8849,26.9985,11.8864,33.1,38.0087,8.68121,36.1101,18.6166,25.5779,24.8182,Dbt
ENSMUSG00000000346,59.6589,80.6663,64.5733,74.3369,57.0781,39.1426,36.0861,51.5016,47.2223,23.9126,61.5639,64.1309,44.7801,62.5872,45.694,57.8609,54.5031,Dazap2
ENSMUSG00000000355,35.65699,57.268311999999995,46.99502,48.734390000000005,42.153529999999996,35.20323,37.99776,28.70621,26.494836,20.168692999999998,43.961656000000005,29.73807,24.012977999999997,38.819050000000004,33.786637,33.957007000000004,39.12586999999999,Mcts1
ENSMUSG00000000359,0.0,0.0,0.0,0.0,0.0382715,0.0,0.0,0.0,0.0462496,0.0,0.0,0.49575199999999997,0.214422,0.0381839,0.0,0.0,0.0,Rem1
ENSMUSG00000000365,0.0,0.0162532,0.0,0.0,0.00961976,0.0158021,0.01188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rnf17
ENSMUSG00000000374,4.59544,4.5661,4.84724,4.23755,5.81325,3.30562,2.41314,3.19078,2.53756,2.13454,5.56013,7.77063,2.71278,4.71368,1.73566,2.99772,3.51091,Trappc10
ENSMUSG00000000378,13.673949100000002,9.4031,11.081599999999998,12.046472000000001,15.89239,9.568544,8.308997999999999,10.50636,7.568020000000001,6.4939800000000005,14.688804000000001,22.8102305,10.80445,17.173739,9.0292811,8.41265,9.68413,Ccm2
ENSMUSG00000000384,23.348650000000003,31.245562,20.893956699999997,24.496031000000002,28.077402,21.787632,22.617433000000002,20.4593856,14.081874999999998,14.209014,31.943745999999997,25.726076000000003,16.512124,21.963995999999998,17.219171000000003,24.515435,26.957634000000002,Tbrg4
ENSMUSG00000000385,8.52212,2.98735,6.6472,2.47982,5.9093,2.98294,1.65247,1.72113,3.04136,0.742689,9.30926,8.33861,3.58059,1.9071,1.57168,4.33109,4.64159,Tmprss2
ENSMUSG00000000386,0.5542004,0.297133,0.637128,0.357277,0.3176137,0.822182,0.5422372,0.6978668,0.973172,0.137402,0.638452,0.286696,1.054703,0.112798,0.285377,0.48094,0.296643,Mx1
ENSMUSG00000000392,0.0586965,0.0689506,0.0972257,0.0491025,0.0187979,0.117285,0.0993871,0.0454002,0.06519,0.0325463,0.5850413,0.10326830000000001,0.157865,0.0543095,0.0,0.0,0.276581,Fap
ENSMUSG00000000399,83.0843,126.852,79.3197,133.956,87.3479,77.2981,65.0655,74.2189,77.0224,47.2951,82.6622,81.8325,36.1501,86.3935,78.564,80.6323,81.8596,Ndufa9
ENSMUSG00000000402,0.131527,0.0432014,0.0524899,0.0364961,0.0192105,0.0568225,0.0389487,0.0600991,0.0686502,0.0,0.105419,0.0,0.0,0.0469223,0.0223822,0.0,0.0535484,Egfl6
ENSMUSG00000000409,0.0,0.0429195,0.0,0.145425,0.0,0.0,0.0,0.0,0.0,0.0,0.128545,0.0,0.8868039999999999,0.0504382,0.0,0.0,0.4243945,Lck
ENSMUSG00000000411,0.0,0.0,0.0792508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0688928,0.0,0.0488179,0.0,0.0,0.0434324,0.135988,Tssk3
ENSMUSG00000000420,17.076432999999998,16.496429000000003,19.266828999999998,15.148812,15.055137000000002,10.608315999999999,8.256178,14.913566300000001,9.650723,6.318917000000001,17.658295000000003,29.168340999999998,10.191825000000001,17.579144,8.719135,13.611010899999998,13.801886000000001,Galnt1
ENSMUSG00000000435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0257701,0.0952701,0.0190105,0.0,0.0292956,0.0,0.0252234,0.0,0.024907,0.0,Myf5
ENSMUSG00000000439,5.25266,7.34707,5.48345,5.74762,5.19692,3.98056,3.81058,4.48683,5.66639,1.8807,5.56345,6.04572,2.10109,5.9617000000000004,3.94491,5.03067,4.58493,Mkrn2
ENSMUSG00000000440,0.562519,0.961699,0.59125,0.377994,1.009734,0.328446,0.111672,0.701561,1.41782,0.92642,0.329096,1.74541,1.98479,0.300741,0.0,0.476698,0.0944817,Pparg
ENSMUSG00000000441,39.66249,46.76608699999999,43.08812,38.486726000000004,28.578181,23.369645000000002,25.414422,30.648739999999997,27.196887,15.989072,53.299774,50.744147000000005,17.786834,38.176083,18.419641,34.963409,33.255176,Raf1
ENSMUSG00000000486,0.7856875999999999,0.19442,0.569287,0.544453,0.619615,0.0,0.39474600000000004,0.0,0.761601,0.0,0.788285,0.826373,2.847813,1.63282,1.33126,0.48651,0.373518,Sept1
ENSMUSG00000000489,0.0266204,0.0295901,0.0,0.0434081,0.0695337,0.0,0.0430428,0.0,0.0840288,0.0,0.162857,0.507776,2.03556,0.0520742,0.0,0.0,0.0,Pdgfb
ENSMUSG00000000530,0.108559,0.274892,0.103147,0.616894,0.68109,0.0470688,0.0529915,0.0437392,0.291631,0.0322662,0.7676390000000001,1.5451030000000001,6.649946000000001,0.156595,0.0345595,0.1479856,0.0444138,Acvrl1
ENSMUSG00000000531,0.26102,0.294824,0.0984777,0.324889,0.316084,0.0869004,0.0,0.133056,0.188958,0.0893575,0.474229,0.323168,1.73248,0.0262129,0.0,0.0523512,0.135995,Grasp
ENSMUSG00000000532,2.69909,3.00706,2.67928,2.50898,2.77771,2.12262,3.05309,2.33592,3.7773,0.772514,3.17542,3.8763,1.71262,2.65259,1.47116,1.83821,2.2478,Acvr1b
ENSMUSG00000000538,8.482031700000002,7.639635999999999,9.308548,8.2471646,9.733446,7.3248824,6.1668987,6.271222000000001,5.6859811,3.687917,11.151824999999999,7.117811999999999,2.9025737,9.479548900000001,4.5652948,6.280818,8.4916072,Tom1l2
ENSMUSG00000000552,9.97046,7.92179,7.10623,7.58,7.41608,3.85116,4.70469,4.09003,6.1019,4.79691,9.51101,17.0792,10.1841,5.1502,4.92474,6.01828,5.76515,Zfp385a
ENSMUSG00000000555,9.44513,7.75507,6.73366,6.26434,7.04845,2.48253,3.07802,3.64416,3.84329,4.74047,12.2836,28.212,8.41703,4.62449,2.60961,4.63313,4.87709,Itga5
ENSMUSG00000000560,0.0,0.0,0.0228292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244631,0.0,0.0,0.0,0.0,0.0,Gabra2
ENSMUSG00000000561,9.839971,15.604384,15.300711999999999,13.867687,16.109237,7.9635419999999995,9.633791800000001,10.117218000000001,7.545552,5.330533,10.382263000000002,16.184822,5.359573,12.776970100000002,6.431939,10.711115999999999,10.191449200000001,Wdr77
ENSMUSG00000000562,0.0333542,0.0,0.0397346,0.0,0.0300577,0.0,0.0539452,0.0,0.0,0.0,0.0730185,0.0526056,0.0735497,0.0437435,0.0,0.0217537,0.0340027,Adora3
ENSMUSG00000000563,242.2933201,371.69614199999995,253.114423,351.182374,271.795981,177.92367499999997,148.313819,182.48436479999998,187.340081,105.6311807,224.9942055,219.143374,96.84170810000002,211.15335699999997,170.009914,207.5714604,192.45346899999998,Atp5f1
ENSMUSG00000000567,3.98815,1.82138,3.96436,1.81487,2.41092,0.868062,1.59044,0.610778,2.24351,0.987719,7.20952,10.5828,2.93601,4.5832,3.99532,2.54026,3.31034,Sox9
ENSMUSG00000000568,46.813827,49.465889999999995,40.617287000000005,42.771075,38.255655000000004,44.515896,49.103798000000005,33.556653000000004,37.961588000000006,12.76701,34.802587,70.00406500000001,44.153598,46.417721,42.630695,28.194255000000002,33.908477000000005,Hnrnpd
ENSMUSG00000000579,2.07961,1.615112,1.713746,0.68677,1.178127,2.390584,1.49428,0.787516,1.302592,0.547235,0.992123,1.5476809999999999,0.76206,2.59947,0.683554,0.764422,1.00515,Dynlt1c
ENSMUSG00000000581,54.80185,80.56620000000001,58.444256,76.9391,51.555519999999994,39.157785,26.353797999999998,43.518499999999996,44.03802,19.60805,51.559838000000006,55.314277000000004,16.70091,42.499787,25.805210000000002,47.59751999999999,39.829719999999995,C1d
ENSMUSG00000000594,57.7531,46.981,55.9331,47.979,70.3603,23.9131,22.8688,22.9946,30.9057,22.9129,59.2639,95.8638,30.0476,49.602,30.8817,23.386,23.7547,Gm2a
ENSMUSG00000000600,2.2817988,2.7179699999999998,2.823964,1.780673,2.751418,1.2919939999999999,1.24195,1.6118078999999998,1.131601,0.624111,2.985763,2.525385,1.054316,1.779148,0.8737539999999999,1.5340654999999999,1.7106339999999998,Krit1
ENSMUSG00000000605,12.1246,13.677,13.1547,11.7579,13.6522,6.57819,6.30147,8.41627,6.75164,5.44338,11.0351,14.7495,5.09009,13.265,8.3072,9.19901,9.11039,Clcn4
ENSMUSG00000000617,0.0,0.0,0.04127,0.0,0.0153304,0.0,0.0,0.0159215,0.0,0.0115278,0.0,0.0343485,0.0,0.0,0.0180067,0.0,0.0,Grm6
ENSMUSG00000000627,0.0564688,0.532812,0.0110915,0.0455381,0.0488829,0.0203975,0.0316884,0.0378414,0.0,0.0,0.0386648,0.3543503,0.349209,0.109919,0.11464,0.0244117,0.0288895,Sema4f
ENSMUSG00000000628,0.0271075,0.2024398,0.0917753,0.0332527,0.04478,0.0,0.02268,0.0,0.12275169999999999,0.0,0.275158,0.629356,4.81705,0.0,0.0,0.0,0.0,Hk2
ENSMUSG00000000631,53.551794,24.744189000000002,50.0518874,39.083502100000004,55.3327722,31.398108999999998,24.996035,39.013186000000005,36.5973324,23.4140334,37.0141476,57.88661480000001,23.324381,71.94342639999999,31.4056072,34.19165,33.419374,Myo18a
ENSMUSG00000000632,0.158215,0.0,0.199836,0.0587982,0.21385,0.137558,0.0482672,0.0241906,0.267264,0.19339,0.0378824,0.10741,0.113088,0.115568,0.0851141,0.0,0.112546,Sez6
ENSMUSG00000000673,307.303,459.5,290.876,552.595,312.924,311.799,266.425,340.039,318.066,225.074,254.022,225.073,120.188,339.867,283.63,301.474,297.929,Haao
ENSMUSG00000000682,0.0,2.03345,0.0,1.68607,0.452266,0.0,0.0,0.0,1.09128,0.0,1.64599,4.06163,59.079858,0.15141,0.0,0.0,0.468121,Cd52
ENSMUSG00000000686,12.504213,13.5524,12.346506,10.7035,17.400736,6.62107,6.358425,7.16167,10.977333,5.291290999999999,8.044744,10.700232,4.093865,12.048008000000001,3.19325,5.694171,8.371776,Abhd15
ENSMUSG00000000690,0.0420243,0.0,0.0,0.0,0.035157,0.0,0.0,0.0,0.0,0.0,0.043691,0.0307879,0.0,0.0812766,0.0,0.0313742,0.0806508,Hoxb6
ENSMUSG00000000693,0.0763822,0.111233,0.0594023,0.14626,0.3541763,0.0271257,0.0207618,0.0167274,0.0,0.0192413,0.878751,0.8858839999999999,1.0430789999999999,0.0161781,0.0,0.0161407,0.2790418,Loxl3
ENSMUSG00000000706,0.0,0.0251901,0.0135221,0.0,0.0337004,0.0,0.0,0.0150546,0.0,0.0,0.0973272,0.0331092,0.0178515,0.0,0.0173474,0.0344446,0.0228922,Btn1a1
ENSMUSG00000000708,71.45088999999999,67.68485,90.47694,46.112300000000005,56.184979999999996,24.03046,19.10197,33.80534,34.32645,12.999915,58.608565000000006,74.35921,14.042190000000002,48.54606,20.87731,49.43066399999999,42.220890000000004,Kat2b
ENSMUSG00000000711,27.3769,33.582,30.986,31.8517,26.6081,21.0851,15.8943,23.3262,20.8509,9.91423,24.2971,23.8191,8.18393,32.1187,14.3553,25.204,23.8465,Rab5b
ENSMUSG00000000724,0.366612,0.0683635,0.350877,0.102624,0.122571,0.371484,0.20480400000000001,0.175904,0.0571124,0.0663055,0.255044,0.182744,0.403115,0.161581,0.150944,0.122145,0.125663,Cryba1
ENSMUSG00000000731,1.27535,1.75501,1.3958272,1.72453,1.49167,1.41151,1.62073,1.73153,1.14345,0.925314,1.57319,1.22669,0.726386,1.82031,1.4472,1.35858,1.43964,Aire
ENSMUSG00000000732,0.560832,0.311854,0.34995,0.482496,0.258334,0.182041,0.0229995,0.037779600000000003,0.0447891,0.0278699,2.68012,6.89248,2.24627,0.294537,0.0218749,0.454338,0.486164,Icosl
ENSMUSG00000000738,43.64618999999999,52.754093299999994,41.707419,53.827861999999996,41.610522,23.429806,20.391722,33.692549,27.778013,15.662019999999998,45.271669,53.364051999999994,28.66337,32.940277,19.685349000000002,33.06632,26.033777999999998,Spg7
ENSMUSG00000000739,15.11042,10.145309,15.794185,13.295861,13.446991,27.282131,20.819591999999997,17.227161000000002,14.601792,9.6715658,20.888608,5.973458000000001,8.458901000000001,11.845469999999999,40.130644,59.09984,54.214420000000004,Sult5a1
ENSMUSG00000000740,79.62805900000001,72.545748,76.18127510000001,93.0723107,73.534495,44.609414,40.269815,46.558547,48.482798,49.2794015,65.71006399999999,127.41252899999999,99.613358,79.902732,60.4385878,73.67383500000001,62.915567,Rpl13
ENSMUSG00000000743,28.533258999999997,32.936797,26.573843,34.665828999999995,26.253883000000002,20.567159,20.233942,22.413159,24.764862,13.134799000000001,31.503483,36.453517,20.4966323,32.089867,16.822591,23.251260000000002,22.316976,Chmp1a
ENSMUSG00000000751,10.876024,15.248597,11.175535400000001,12.780125,13.005952,4.395967,4.1305233,7.750943400000001,7.8141766,5.5571679000000005,11.309021,20.637596,5.307730199999999,7.645303999999999,2.64565,7.4606668,5.4093735999999994,Rpa1
ENSMUSG00000000753,855.19204,1326.72946,883.10325,1363.0556,906.8039340000001,801.1912299999999,645.5338370000001,819.1712850000001,786.563673,477.65398999999996,793.1395699999999,580.301477,233.04218,880.241439,647.236324,884.867333,1049.5378,Serpinf1
ENSMUSG00000000759,9.833027999999999,5.742758,5.6568760000000005,6.754840000000001,6.468197,8.276513,6.103588,3.1732989,2.7989040000000003,2.1529468,9.293779,8.008893,4.133643,6.8792747,2.7964119999999997,4.436856000000001,6.752060999999999,Tubgcp3
ENSMUSG00000000766,0.0416102,0.0,0.0232252,0.0,0.0256907,0.0449685,0.0319686,0.08204929999999999,0.0330819,0.073055,0.0808751,0.0289239,0.0286653,0.0256319,0.0301757,0.0269699,0.0,Oprm1
ENSMUSG00000000776,2.90639,3.2044960000000002,3.10882,4.03232,6.29662,2.5966,2.83359,1.97506,2.74198,1.55284,4.26284,9.471319999999999,2.51257,3.33198,3.275881,3.1466589999999997,3.0964650000000002,Polr3d
ENSMUSG00000000782,2.334812,1.50813,3.000151,1.718109,2.736386,0.6051789999999999,0.8415710000000001,0.783829,1.206176,0.437123,4.48661,9.35345,2.268596,0.802848,0.992529,1.078201,1.108981,Tcf7
ENSMUSG00000000787,50.54367200000001,46.965546,56.39873999999999,35.920674,47.997294999999994,28.223737,22.644671999999996,34.954441,22.7701,14.9503,45.728781000000005,73.78507,18.432741999999998,35.337373,19.273502,29.42305,35.63873,Ddx3x
ENSMUSG00000000791,0.161072,0.0896692,0.159431,0.263736,0.211761,0.521636,0.435716,0.323693,0.064136,0.11946,0.0829374,0.0399006,0.05877,0.439968,0.207309,0.208625,0.410221,Il12rb1
ENSMUSG00000000792,0.0,0.0,0.0157621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346463,0.0,0.0,0.0,Slc5a5
ENSMUSG00000000804,11.633617000000001,8.8003,10.842970000000001,7.931864999999999,11.827994,5.655618,5.306762999999999,9.533861,10.531941,3.70447,6.882818,17.015790000000003,1.3327,12.166958000000001,4.84009,8.669789999999999,9.62306,Usp32
ENSMUSG00000000805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200596,0.0991407,0.0,0.0,0.0,0.0,Car4
ENSMUSG00000000811,2.41901,2.35658,2.19667,2.22702,2.18149,2.11495,3.03933,1.80449,2.39857,1.03538,1.11791,1.4898,0.772359,3.12194,1.9113,2.07873,2.32821,Txnrd3
